job_name,company,company_info,company_size,company_type,city,salary_min,salary_max,exp,education,job_advantage1,job_advantage2,job_advantage3,job_advantage4,job_advantage5,job_advantage6,job_advantage7,job_advantage8,job_advantage9,job_advantage10
高级运营专员（配送开放平台数据分析方向）,美团-大众点评,合资 ,10000人以上 ,"互联网/电子商务,计算机软件",北京-朝阳区,1.5,2.5万/月,2年经验,本科,['五险一金', '补充医疗保险', '免费班车', '员工旅游', '专业培训', '弹性工作', '定期体检'],,,
高级运营专员（配送开放平台数据分析方向）,北京三快在线科技有限公司,民营公司 ,10000人以上 ,"计算机软件,互联网/电子商务",北京-朝阳区,2,2.5万/月,3-4年经验,,,,,,,,,,,
数据分析专员（配送审核组）,美团-大众点评,合资 ,10000人以上 ,"互联网/电子商务,计算机软件",北京-朝阳区,1.5,2万/月,3-4年经验,本科,['五险一金', '补充医疗保险', '免费班车', '员工旅游', '专业培训', '弹性工作', '定期体检'],,,
数据分析专家（配送运营方向）,美团-大众点评,合资 ,10000人以上 ,"互联网/电子商务,计算机软件",北京-朝阳区,1,2万/月,3-4年经验,本科,['五险一金', '补充医疗保险', '免费班车', '员工旅游', '专业培训', '弹性工作', '定期体检'],,,
数据研究院-平台经济研究,北京三快在线科技有限公司,民营公司 ,10000人以上 ,"计算机软件,互联网/电子商务",北京-朝阳区,2.5,3万/月,5-7年经验,,,,,,,,,,,
数据分析专家,美团-大众点评,合资 ,10000人以上 ,"互联网/电子商务,计算机软件",北京,2,3万/月,5-7年经验,本科,['五险一金', '补充医疗保险', '免费班车', '员工旅游', '专业培训', '弹性工作', '定期体检'],,,
高薪诚聘 金融分析助理,北京中天方木教育科技有限公司,外企代表处 ,50-150人 ,"金融/投资/证券,教育/培训/院校",北京-朝阳区,0.6,1.2万/月,无工作经验,大专,['五险一金', '弹性工作', '年终奖金', '绩效奖金', '员工旅游'],,,,,
金融 黄金 原油分析师,北京盛业恒泰投资有限公司,合资 ,500-1000人 ,"金融/投资/证券,专业服务(咨询、人力资源、财会)",北京-朝阳区,0.6,1.8万/月,无工作经验,中技,['五险一金', '员工旅游', '年终奖金', '股票期权', '绩效奖金', '出国机会', '周末双休'],,,
高薪诚聘 金融分析助理,北京中天方木教育科技有限公司,外企代表处 ,50-150人 ,"金融/投资/证券,教育/培训/院校",北京-朝阳区,0.6,1.2万/月,无工作经验,大专,['五险一金', '弹性工作', '年终奖金', '绩效奖金', '员工旅游'],,,,,
高薪诚聘 金融分析助理,北京中天方木教育科技有限公司,外企代表处 ,50-150人 ,"金融/投资/证券,教育/培训/院校",北京-朝阳区,0.6,1.2万/月,无工作经验,大专,['五险一金', '弹性工作', '年终奖金', '绩效奖金', '员工旅游'],,,,,
高薪诚聘 金融分析助理,北京中天方木教育科技有限公司,外企代表处 ,50-150人 ,"金融/投资/证券,教育/培训/院校",北京-朝阳区,0.6,1.2万/月,无工作经验,大专,['五险一金', '弹性工作', '年终奖金', '绩效奖金', '员工旅游'],,,,,
证券研究/金融分析,北京中天方木教育科技有限公司,外企代表处 ,50-150人 ,"金融/投资/证券,教育/培训/院校",北京-朝阳区,0.8,1万/月,1年经验,高中,['五险一金', '弹性工作', '年终奖金', '绩效奖金', '员工旅游'],,,,,
高薪诚聘 金融分析助理,北京中天方木教育科技有限公司,外企代表处 ,50-150人 ,"金融/投资/证券,教育/培训/院校",北京-朝阳区,0.6,1.2万/月,无工作经验,大专,['五险一金', '弹性工作', '年终奖金', '绩效奖金', '员工旅游'],,,,,
高薪诚聘 金融分析助理,北京中天方木教育科技有限公司,外企代表处 ,50-150人 ,"金融/投资/证券,教育/培训/院校",北京-朝阳区,0.6,1.2万/月,无工作经验,大专,['五险一金', '弹性工作', '年终奖金', '绩效奖金', '员工旅游'],,,,,
高薪诚聘 金融分析助理,北京中天方木教育科技有限公司,外企代表处 ,50-150人 ,"金融/投资/证券,教育/培训/院校",北京-朝阳区,0.6,1.2万/月,无工作经验,大专,['五险一金', '弹性工作', '年终奖金', '绩效奖金', '员工旅游'],,,,,
高薪诚聘 金融分析助理,北京中天方木教育科技有限公司,外企代表处 ,50-150人 ,"金融/投资/证券,教育/培训/院校",北京-朝阳区,0.6,1.2万/月,无工作经验,大专,['五险一金', '弹性工作', '年终奖金', '绩效奖金', '员工旅游'],,,,,
高薪诚聘 金融分析助理,北京中天方木教育科技有限公司,外企代表处 ,50-150人 ,"金融/投资/证券,教育/培训/院校",北京-朝阳区,0.6,1.2万/月,无工作经验,大专,['五险一金', '弹性工作', '年终奖金', '绩效奖金', '员工旅游'],,,,,
高薪诚聘 金融分析助理,北京中天方木教育科技有限公司,外企代表处 ,50-150人 ,"金融/投资/证券,教育/培训/院校",北京-朝阳区,0.6,1.2万/月,无工作经验,大专,['五险一金', '弹性工作', '年终奖金', '绩效奖金', '员工旅游'],,,,,
高薪诚聘 金融分析助理,北京中天方木教育科技有限公司,外企代表处 ,50-150人 ,"金融/投资/证券,教育/培训/院校",北京-朝阳区,0.6,1.2万/月,无工作经验,大专,['五险一金', '弹性工作', '年终奖金', '绩效奖金', '员工旅游'],,,,,
数据分析师,内蒙古伊利实业集团股份有限公司,上市公司 ,10000人以上 ,"快速消费品(食品、饮料、化妆品),贸易/进出口",北京,1.5,2.5万/月,无工作经验,本科,['五险一金', '通讯补贴', '绩效奖金', '年终奖金', '专业培训'],,,,,
数据分析师,51Talk无忧英语深圳技术产品中心,上市公司 ,1000-5000人 ,教育/培训/院校,北京-海淀区,1.5,2.5万/月,无工作经验,,,,,,,,,,,
高级数据分析师,汽车之家,民营公司 ,1000-5000人 ,互联网/电子商务,北京-海淀区,1.5,2.5万/月,3-4年经验,本科,['员工旅游', '带薪年假', '补充医疗保险', '出国机会', '绩效奖金', '年终奖金', '弹性工作', '周末双休', '八险一金'],
数据分析师,中采智联信息科技（北京）有限责任公司,民营公司 ,少于50人 ,"专业服务(咨询、人力资源、财会),金融/投资/证券",北京,0.8,1.5万/月,3-4年经验,本科,['五险一金', '交通补贴', '通讯补贴', '专业培训', '绩效奖金', '年终奖金'],,,,
数据分析师,北京亿茂广告有限公司,民营公司 ,50-150人 ,"互联网/电子商务,广告",北京-朝阳区,1.5,2万/月,1年经验,本科,['五险一金', '年终奖金', '通讯补贴', '餐饮补贴', '绩效奖金', '补充医疗保险'],,,,
数据分析师,国韵（北京）食品销售有限公司,民营公司 ,少于50人 ,"批发/零售,快速消费品(食品、饮料、化妆品)",北京-朝阳区,6,8千/月,1年经验,本科,,,,,,,,,,
数据分析师,北京明祥达科贸有限公司,民营公司 ,50-150人 ,"互联网/电子商务,批发/零售",北京-大兴区,4,6千/月,1年经验,大专,['员工旅游', '绩效奖金', '年终奖金', '专业培训', '五险一金'],,,,,
数据分析师 Report Author,北京远程睿智商务咨询有限公司,外资（欧美） ,500-1000人 ,计算机软件,北京-朝阳区,1,2万/月,1年经验,本科,['五险一金', '补充医疗保险', '年终奖金', '定期体检', '弹性工作', '节日福利'],,,,
大数据分析师,中国新闻出版研究院,事业单位 ,150-500人 ,文字媒体/出版,北京-西城区,1,1.5万/月,无工作经验,本科,['五险一金', '补充医疗保险', '交通补贴', '定期体检', '绩效奖金'],,,,,
数据分析师/数据统计管理,北京精英影视文化有限责任公司,上市公司 ,150-500人 ,影视/媒体/艺术/文化传播,北京-朝阳区,6,8千/月,3-4年经验,本科,['五险一金', '员工旅游', '绩效奖金', '年终奖金'],,,,,,
数据分析师,北京设计之都发展有限公司,国企 ,少于50人 ,"公关/市场推广/会展,影视/媒体/艺术/文化传播",北京-西城区,0.8,1.2万/月,3-4年经验,本科,['周末双休', '带薪年假', '五险一金', '晋升空间', '弹性工作', '交通补贴', '通讯补贴', '餐饮补贴', '国企'],
数据分析师,拉卡拉支付集团（华北区域）,合资 ,1000-5000人 ,"金融/投资/证券,互联网/电子商务",北京-海淀区,1,2万/月,3-4年经验,本科,['五险一金', '绩效奖金', '年终奖金'],,,,,,,
电商数据分析师,广州环朝商贸有限公司,外资（非欧美） ,150-500人 ,互联网/电子商务,北京-大兴区,1.2,2万/月,无工作经验,,['五险一金', '员工旅游', '餐饮补贴', '年终奖金', '弹性工作', '周末双休', '补充医疗保险', '专业培训', '全勤奖', '节日福利']
数据分析师,第1车贷,民营公司 ,500-1000人 ,"金融/投资/证券,银行",北京-朝阳区,1,1.5万/月,3-4年经验,本科,,,,,,,,,,
高级数据分析师,上海锋之行汽车金融信息服务有限公司上海办事处,民营公司 ,150-500人 ,银行,北京-朝阳区,1.5,2.5万/月,5-7年经验,本科,,,,,,,,,,
数据分析师(000860),北京融联世纪信息技术有限公司,民营公司 ,1000-5000人 ,互联网/电子商务,北京,2.5,3.5万/月,无工作经验,,,,,,,,,,,
数据分析师,零壹智库信息科技（北京）有限公司,民营公司 ,50-150人 ,金融/投资/证券,北京-朝阳区,0.8,1.2万/月,2年经验,本科,['五险一金', '绩效奖金', '年终奖金', '股票期权', '弹性工作', '定期体检'],,,,
数据分析师/数据挖掘工程师/机器学习工程师,北京商高科技有限公司,民营公司 ,50-150人 ,"互联网/电子商务,计算机软件",北京-丰台区,1.5,2万/月,1年经验,本科,['五险一金', '定期体检', '专业培训', '年终奖金', '绩效奖金', '股票期权'],,,,
数据分析师,北京名道恒通信息技术有限公司,民营公司 ,150-500人 ,"计算机软件,石油/化工/矿产/地质",北京,1,1.5万/月,2年经验,本科,['五险一金', '补充医疗保险', '员工旅游', '交通补贴', '餐饮补贴', '通讯补贴', '绩效奖金', '年终奖金', '定期体检'],
数据分析师,北京中意宇星国际贸易有限责任公司,民营公司 ,1000-5000人 ,"服装/纺织/皮革,贸易/进出口",北京-东城区,6,8千/月,无工作经验,,,,,,,,,,,
数据分析师,永新电气科技集团有限公司,民营公司 ,50-150人 ,电气/电力/水利,异地招聘,3,5千/月,无工作经验,,['专业培训', '绩效奖金', '年终奖金', '交通补贴', '餐饮补贴', '通讯补贴'],,,,
数据分析师,中国金融认证中心（CFCA）,国企 ,500-1000人 ,"计算机软件,互联网/电子商务",北京,1,1.5万/月,3-4年经验,本科,['五险一金', '优秀团队'],,,,,,,,
大数据分析师,中关村科技软件股份有限公司,合资 ,50-150人 ,"计算机软件,计算机服务(系统、数据服务、维修)",北京,1.5,2万/月,3-4年经验,本科,['五险一金', '补充医疗保险', '员工旅游', '餐饮补贴', '弹性工作', '定期体检', '节日福利'],,,
数据分析师,中铁信息工程集团有限公司,国企 ,1000-5000人 ,"计算机软件,计算机服务(系统、数据服务、维修)",北京,6,8千/月,无工作经验,本科,['带薪年假', '五险一金', '餐饮补贴', '周末双休', '节日福利', '专业培训', '补充医疗保险', '绩效奖金', '定期体检'],
数据分析师,上海十露盘科技有限公司,民营公司 ,少于50人 ,"计算机服务(系统、数据服务、维修),计算机软件",异地招聘,0.8,1万/月,1年经验,本科,['五险一金', '股票期权', '年终奖金', '绩效奖金'],,,,,,
数据分析师（大数据方向）,欢网科技有限责任公司,合资 ,150-500人 ,"互联网/电子商务,通信/电信/网络设备",北京-朝阳区,1,1.5万/月,3-4年经验,本科,['五险一金', '餐饮补贴', '弹性工作', '员工旅游', '定期体检', '年终奖金'],,,,
数据分析师,北京极致车网科技有限公司,民营公司 ,150-500人 ,互联网/电子商务,北京-西城区,0.8,1.5万/月,无工作经验,,['带薪年假', '五险一金', '绩效奖金', '节日福利', '专业培训', '补贴', '年终奖金', '团建聚餐', '餐饮补贴'],
数据分析师 广告数据分析 用户数据分析,悠易互通（北京）广告有限公司,民营公司 ,150-500人 ,"互联网/电子商务,广告",北京-朝阳区,1.5,3万/月,3-4年经验,本科,['五险一金', '补充医疗保险', '员工旅游', '股票期权', '餐饮补贴'],,,,,
开放平台-数据分析师（北京）(J10487),途家网网络技术（北京）有限公司,合资 ,1000-5000人 ,"互联网/电子商务,酒店/旅游",异地招聘,1.5,2万/月,3-4年经验,本科,['六险一金', '绩效奖金', '定期体检', '健身房', '年终奖金'],,,,,
数据分析师（信贷风控）,爱信诺征信有限公司,国企 ,150-500人 ,"互联网/电子商务,计算机软件",北京-海淀区,1.5,2.5万/月,5-7年经验,本科,['五险一金', '补充医疗保险', '餐饮补贴', '弹性工作', '定期体检', '年终奖金'],,,,
数据分析师,浙江齐聚科技有限公司（原呱呱视频）,民营公司 ,150-500人 ,"互联网/电子商务,网络游戏",北京-东城区,1,1.5万/月,3-4年经验,本科,['五险一金', '餐饮补贴', '专业培训', '绩效奖金', '弹性工作', '定期体检'],,,,
数据分析师,北京新东方学校,民营公司 ,5000-10000人 ,教育/培训/院校,北京-海淀区,1,2万/月,2年经验,本科,,,,,,,,,,
数据分析师（投资中心）,阳光海天停车产业集团有限公司,合资 ,1000-5000人 ,"建筑/建材/工程,多元化业务集团公司",北京-朝阳区,0.8,1万/月,2年经验,本科,['免费班车', '员工旅游', '绩效奖金', '专业培训'],,,,,,
高级数据分析师,北京神奇时代网络有限公司,民营公司 ,150-500人 ,网络游戏,北京-朝阳区,1,1.5万/月,3-4年经验,大专,['五险一金', '节日福利', '餐饮补贴', '带薪年假', '弹性工作', '绩效奖金'],,,,
数据分析师,北京智慧星光信息技术有限公司,民营公司 ,500-1000人 ,"计算机软件,计算机服务(系统、数据服务、维修)",北京-海淀区,0.8,1万/月,无工作经验,,,,,,,,,,,
数据分析师,惠信易达征信服务（北京）有限公司,民营公司 ,50-150人 ,专业服务(咨询、人力资源、财会),北京,6,8千/月,无工作经验,本科,['五险一金', '补充医疗保险', '弹性工作', '定期体检', '员工旅游'],,,,,
数据分析师,北京天地君盛文化传媒有限责任公司,民营公司 ,少于50人 ,影视/媒体/艺术/文化传播,北京-海淀区,0.8,1万/月,无工作经验,大专,['五险一金', '绩效奖金', '年终奖金', '专业培训'],,,,,,
中级数据分析师,北京量码博信数据技术有限公司,民营公司 ,少于50人 ,计算机软件,北京-门头沟区,1.5,2.5万/月,无工作经验,本科,,,,,,,,,,
金融数据分析师/助理,华壹信融投资管理（北京）有限责任公司,民营公司 ,50-150人 ,"金融/投资/证券,多元化业务集团公司",北京-朝阳区,0.8,1万/月,无工作经验,,['五险一金', '专业培训', '绩效奖金', '年终奖金', '弹性工作', '交通补贴', '餐饮补贴', '员工旅游'],,
数据分析师（投放）,北京融时代资产管理有限公司,民营公司 ,1000-5000人 ,金融/投资/证券,北京-朝阳区,1.5,2万/月,2年经验,本科,,,,,,,,,,
大数据分析师,北京必可测科技股份有限公司,上市公司 ,150-500人 ,"电气/电力/水利,石油/化工/矿产/地质",北京,1,1.5万/月,无工作经验,大专,['五险一金', '通讯补贴', '定期体检', '年终奖金', '绩效奖金'],,,,,
数据分析师,翰仕人力资源（上海）有限公司,合资 ,50-150人 ,专业服务(咨询、人力资源、财会),北京-朝阳区,0.8,1万/月,1年经验,本科,['五险一金', '员工旅游', '专业培训', '绩效奖金', '弹性工作'],,,,,
数据分析师,北京比财数据科技有限公司,民营公司 ,50-150人 ,"互联网/电子商务,金融/投资/证券",北京-朝阳区,1,1.5万/月,1年经验,本科,,,,,,,,,,
APP数据分析师,北京红树林国际酒店管理有限公司,合资 ,1000-5000人 ,"多元化业务集团公司,房地产",北京-海淀区,1.5,2万/月,无工作经验,,['五险一金', '补充医疗保险', '餐饮补贴', '专业培训', '定期体检'],,,,,
数据分析师,花生好车,民营公司 ,1000-5000人 ,"租赁服务,互联网/电子商务",北京-东城区,1,1.5万/月,3-4年经验,本科,,,,,,,,,,
数据分析师,北京宏图远见科技有限公司,民营公司 ,50-150人 ,"计算机软件,互联网/电子商务",北京-海淀区,1,1.5万/月,1年经验,本科,['五险一金', '员工旅游', '交通补贴', '餐饮补贴', '通讯补贴', '绩效奖金'],,,,
金融数据分析师/助理,华壹信融投资管理（北京）有限责任公司,民营公司 ,150-500人 ,"金融/投资/证券,多元化业务集团公司",北京-朝阳区,0.8,1万/月,1年经验,,['五险一金', '绩效奖金', '年终奖金', '员工旅游', '专业培训'],,,,,
数据分析师,北京原真在线监测技术有限公司,民营公司 ,50-150人 ,"计算机软件,计算机服务(系统、数据服务、维修)",北京,6,8千/月,1年经验,大专,['交通补贴', '餐饮补贴', '通讯补贴', '绩效奖金', '年终奖金'],,,,,
数据分析师,北京直客通科技有限公司,创业公司 ,150-500人 ,互联网/电子商务,北京-朝阳区,1,2万/月,无工作经验,本科,,,,,,,,,,
数据分析师,北京中天方木教育科技有限公司,外企代表处 ,50-150人 ,"金融/投资/证券,教育/培训/院校",北京,0.6,1.2万/月,无工作经验,,['五险一金', '年终奖金', '通讯补贴', '交通补贴', '餐饮补贴', '专业培训'],,,,
零基础培养数据分析师,北京中天方木教育科技有限公司,外企代表处 ,50-150人 ,"金融/投资/证券,教育/培训/院校",北京,0.6,1.2万/月,无工作经验,,['五险一金', '弹性工作', '年终奖金', '绩效奖金', '员工旅游', '专业培训', '股票期权'],,,
数据分析师带薪免费培训,北京中天方木教育科技有限公司,外企代表处 ,50-150人 ,"金融/投资/证券,教育/培训/院校",北京,0.6,1.5万/月,无工作经验,,['五险一金', '弹性工作', '年终奖金', '绩效奖金', '员工旅游'],,,,,
高薪聘请数据分析师,北京中天方木教育科技有限公司,外企代表处 ,50-150人 ,"金融/投资/证券,教育/培训/院校",北京,0.6,1.5万/月,无工作经验,,['五险一金', '年终奖金', '通讯补贴', '交通补贴', '餐饮补贴', '专业培训'],,,,
金融量化数据分析师、助理+月入9K+可实习内部晋升,北京万向卓迹商贸有限公司,合资 ,150-500人 ,金融/投资/证券,北京-朝阳区,0.8,1万/月,无工作经验,本科,['弹性工作', '定期体检', '五险一金', '补充医疗保险', '出国机会', '年终奖金', '交通补贴', '专业培训', '员工旅游', '通讯补贴']
急招金融管培生/数据分析师 底薪6K起双休+旅游,北京万向卓迹商贸有限公司,合资 ,150-500人 ,金融/投资/证券,北京-朝阳区,0.8,1万/月,无工作经验,本科,['五险一金', '专业培训', '补充医疗保险', '出国机会', '绩效奖金', '年终奖金', '员工旅游', '弹性工作', '交通补贴', '通讯补贴']
实习生/旅游 金融数据分析师及助理轻松月入过万,北京万向卓迹商贸有限公司,合资 ,150-500人 ,金融/投资/证券,北京-朝阳区,0.8,1万/月,无工作经验,本科,['五险一金', '专业培训', '补充医疗保险', '出国机会', '绩效奖金', '年终奖金', '员工旅游', '弹性工作', '交通补贴', '补充公积金']
心动不如行动/金融数据分析师/助理 均薪9K 晋升空间快,北京万向卓迹商贸有限公司,合资 ,150-500人 ,金融/投资/证券,北京-朝阳区,0.8,1万/月,无工作经验,本科,['五险一金', '补充医疗保险', '专业培训', '弹性工作', '出国机会', '年终奖金', '员工旅游', '交通补贴', '定期体检', '餐饮补贴']
公司内部聘/金融数据分析师/及助理7小时工作制 月入9K,北京万向卓迹商贸有限公司,合资 ,150-500人 ,金融/投资/证券,北京-朝阳区,0.8,1万/月,无工作经验,本科,['五险一金', '专业培训', '补充医疗保险', '出国机会', '绩效奖金', '年终奖金', '员工旅游', '弹性工作', '交通补贴', '通讯补贴']
命运靠自己掌握/万向高薪聘金融数据分析师月入9K-2W,北京万向卓迹商贸有限公司,合资 ,150-500人 ,金融/投资/证券,北京-朝阳区,0.8,1万/月,无工作经验,本科,['五险一金', '弹性工作', '通讯补贴', '补充医疗保险', '专业培训', '出国机会', '免费班车', '员工旅游', '绩效奖金', '年终奖金']
改变命运从加入/万向/开始 招数据分析师及助理均薪9K,北京万向卓迹商贸有限公司,合资 ,150-500人 ,金融/投资/证券,北京-朝阳区,0.8,1万/月,无工作经验,本科,['五险一金', '专业培训', '补充医疗保险', '出国机会', '绩效奖金', '年终奖金', '员工旅游', '弹性工作', '交通补贴', '通讯补贴']
只看能力不看学历 万向联合聘金融数据分析师/助理,北京万向卓迹商贸有限公司,合资 ,150-500人 ,金融/投资/证券,北京-朝阳区,0.8,1万/月,无工作经验,本科,['弹性工作', '五险一金', '补充医疗保险', '专业培训', '出国机会', '年终奖金', '员工旅游', '交通补贴', '定期体检', '绩效奖金']
《欢乐颂》金融助理，数据分析师助理，均新9K,北京万向卓迹商贸有限公司,合资 ,150-500人 ,金融/投资/证券,北京-朝阳区,0.8,1万/月,无工作经验,本科,['弹性工作', '五险一金', '补充医疗保险', '专业培训', '出国机会', '员工旅游', '交通补贴', '绩效奖金', '通讯补贴', '餐饮补贴']
8k起+双休 五险一金 聘金融数据分析师（零基础培训,北京万向卓迹商贸有限公司,合资 ,150-500人 ,金融/投资/证券,北京-朝阳区,0.8,1万/月,无工作经验,本科,['五险一金', '专业培训', '补充医疗保险', '绩效奖金', '出国机会', '弹性工作', '交通补贴', '员工旅游', '通讯补贴', '年终奖金']
聘优秀金融数据分析师及助理带薪培训+双休,北京万向卓迹商贸有限公司,合资 ,150-500人 ,金融/投资/证券,北京-朝阳区,0.8,1万/月,无工作经验,大专,['五险一金', '弹性工作', '补充医疗保险', '专业培训', '出国机会', '免费班车', '绩效奖金', '员工旅游', '年终奖金', '交通补贴']
无销售岗+无责底薪6千聘金融数据分析师及助理可实习,北京万向卓迹商贸有限公司,合资 ,150-500人 ,金融/投资/证券,北京-朝阳区,6,8千/月,1年经验,本科,['五险一金', '专业培训', '出国机会', '绩效奖金', '年终奖金', '员工旅游', '弹性工作', '交通补贴', '补充医疗保险', '通讯补贴']
CBD 中心聘 金融数据分析师及助理/均新月入8k,北京万向卓迹商贸有限公司,合资 ,150-500人 ,金融/投资/证券,北京-朝阳区,0.8,1万/月,无工作经验,本科,['弹性工作', '定期体检', '五险一金', '补充医疗保险', '出国机会', '年终奖金', '交通补贴', '专业培训', '员工旅游', '通讯补贴']
金融数据分析师及助理+双休+岗位分红+可实习底薪6K,北京万向卓迹商贸有限公司,合资 ,150-500人 ,金融/投资/证券,北京-朝阳区,0.8,1万/月,无工作经验,本科,['定期体检', '五险一金', '补充医疗保险', '专业培训', '出国机会', '绩效奖金', '年终奖金', '员工旅游', '弹性工作', '交通补贴']
聘金融助理/数据分析师 应届生优先可实习 底薪6K,北京万向卓迹商贸有限公司,合资 ,150-500人 ,金融/投资/证券,北京-朝阳区,6,8千/月,无工作经验,大专,['弹性工作', '五险一金', '专业培训', '出国机会', '绩效奖金', '员工旅游', '年终奖金', '交通补贴', '通讯补贴', '补充医疗保险']
8k起+双休 五险一金 万向联合聘金融数据分析师,北京万向卓迹商贸有限公司,合资 ,150-500人 ,金融/投资/证券,北京-朝阳区,6,8千/月,无工作经验,大专,['弹性工作', '五险一金', '专业培训', '出国机会', '绩效奖金', '员工旅游', '年终奖金', '交通补贴', '通讯补贴', '补充医疗保险']
金融数据分析师月薪9K（可零基础带薪培训),北京万向卓迹商贸有限公司,合资 ,150-500人 ,金融/投资/证券,北京-朝阳区,6,8千/月,无工作经验,大专,['弹性工作', '五险一金', '专业培训', '出国机会', '绩效奖金', '员工旅游', '年终奖金', '交通补贴', '通讯补贴', '补充医疗保险']
金融数据分析师及助理 8K起+补助 五险一金 双休,北京万向卓迹商贸有限公司,合资 ,150-500人 ,金融/投资/证券,北京-朝阳区,0.8,1万/月,无工作经验,本科,['五险一金', '弹性工作', '通讯补贴', '补充医疗保险', '专业培训', '出国机会', '免费班车', '员工旅游', '绩效奖金', '年终奖金']
坐五休二+聘金融数据分析师/助理内部晋升月入9K,北京万向卓迹商贸有限公司,合资 ,150-500人 ,金融/投资/证券,北京-朝阳区,0.8,1万/月,无工作经验,大专,['弹性工作', '出国机会', '专业培训', '补充医疗保险', '通讯补贴', '五险一金', '绩效奖金', '员工旅游', '年终奖金', '补充公积金']
聘金融数据分析师/助理+月薪1万5小case内部晋升,北京万向卓迹商贸有限公司,合资 ,150-500人 ,金融/投资/证券,北京-朝阳区,0.8,1万/月,无工作经验,大专,['弹性工作', '出国机会', '专业培训', '补充医疗保险', '通讯补贴', '五险一金', '绩效奖金', '员工旅游', '年终奖金', '补充公积金']
数据分析师--00760,任子行网络技术股份有限公司,上市公司 ,1000-5000人 ,"计算机软件,互联网/电子商务",北京-海淀区,1.5,2.5万/月,3-4年经验,本科,['五险一金', '餐饮补贴', '定期体检', '通讯补贴', '员工旅游', '专业培训', '绩效奖金', '年终奖金', '股票期权'],
市场数据分析师,北京中天方木教育科技有限公司,外企代表处 ,50-150人 ,"金融/投资/证券,教育/培训/院校",北京,0.8,1.5万/月,无工作经验,,['五险一金', '年终奖金', '通讯补贴', '交通补贴', '餐饮补贴', '专业培训'],,,,
证券数据分析师,北京中天方木教育科技有限公司,外企代表处 ,50-150人 ,"金融/投资/证券,教育/培训/院校",北京,0.8,1.5万/月,无工作经验,,['五险一金', '弹性工作', '年终奖金', '绩效奖金', '员工旅游'],,,,,
数据分析师带薪免费培训,北京中天方木教育科技有限公司,外企代表处 ,50-150人 ,"金融/投资/证券,教育/培训/院校",北京,0.6,1.5万/月,无工作经验,,['五险一金', '弹性工作', '年终奖金', '绩效奖金', '员工旅游'],,,,,
数据分析师+五险双休,北京中天方木教育科技有限公司,外企代表处 ,50-150人 ,"金融/投资/证券,教育/培训/院校",北京,0.6,1.2万/月,无工作经验,,['五险一金', '年终奖金', '通讯补贴', '交通补贴', '餐饮补贴', '专业培训'],,,,
高级数据分析师,北京赛诺营销顾问有限公司,民营公司 ,50-150人 ,"专业服务(咨询、人力资源、财会),互联网/电子商务",北京-朝阳区,0.8,1.5万/月,2年经验,本科,['五险一金', '餐饮补贴', '弹性工作', '年终奖金', '绩效奖金'],,,,,
经济数据分析师,北京中天方木教育科技有限公司,外企代表处 ,50-150人 ,"金融/投资/证券,教育/培训/院校",北京,0.6,1.5万/月,无工作经验,,['五险一金', '弹性工作', '年终奖金', '绩效奖金', '员工旅游'],,,,,
朝阳CBD 内部聘金融数据分析师及助理（无销售）月入9k,北京万向卓迹商贸有限公司,合资 ,150-500人 ,金融/投资/证券,北京-朝阳区,0.8,1万/月,无工作经验,本科,['五险一金', '专业培训', '补充医疗保险', '绩效奖金', '出国机会', '弹性工作', '交通补贴', '员工旅游', '通讯补贴', '年终奖金']
高级数据分析师,中科金审（北京）科技有限公司,民营公司 ,150-500人 ,"计算机服务(系统、数据服务、维修),计算机软件",北京,0.8,1.2万/月,5-7年经验,,['五险一金', '餐饮补贴', '交通补贴'],,,,,,,
数据分析师,北京赛普力量教育科技有限公司,民营公司 ,150-500人 ,教育/培训/院校,北京-大兴区,0.8,1.2万/月,3-4年经验,本科,['五险一金', '节日福利', '餐饮补贴'],,,,,,,
高级数据分析师,作业盒子,创业公司 ,500-1000人 ,"互联网/电子商务,教育/培训/院校",北京-朝阳区,1.5,3万/月,3-4年经验,,['五险一金', '补充医疗保险', '餐饮补贴', '年终奖金'],,,,,,
初级数据分析师 (MJ000772),作业盒子,创业公司 ,500-1000人 ,"互联网/电子商务,教育/培训/院校",北京-朝阳区,1,1.5万/月,3-4年经验,本科,['五险一金', '补充医疗保险', '通讯补贴', '绩效奖金', '年终奖金'],,,,,
中高级数据分析师 (MJ000051),作业盒子,创业公司 ,500-1000人 ,"互联网/电子商务,教育/培训/院校",北京-朝阳区,1.5,2.5万/月,3-4年经验,本科,['五险一金', '补充医疗保险', '弹性工作', '绩效奖金', '年终奖金', '周末双休', '带薪年假', '住房补贴'],,
数据分析师,作业盒子,创业公司 ,500-1000人 ,"互联网/电子商务,教育/培训/院校",北京-朝阳区,2,4万/月,3-4年经验,本科,['五险一金', '补充医疗保险', '通讯补贴', '弹性工作', '绩效奖金', '年终奖金', '交通补贴', '股票期权'],,
17757-推荐策略数据分析师,深圳市腾讯计算机系统有限公司,民营公司 ,10000人以上 ,互联网/电子商务,北京,,,3-4年经验,本科,,,,,,,,,,
23675-高级数据分析师（用户增长方向）（北京）,深圳市腾讯计算机系统有限公司,民营公司 ,10000人以上 ,互联网/电子商务,北京,,,5-7年经验,本科,,,,,,,,,,
